title,cleaned_description,cluster,topic
"Lok Sabha Elections 2024 | CM Mohan Yadav To NDTV: ""BJP Will Win All Seats In Madhya Pradesh""","The BJP will sway all seats in Madhya Pradesh and Congress stalwarts like Kamal Nath and Digvijaya Singh have been restricted to their seats when it comes to campaigning, Chief Minister Mohan Yadav told NDTV. Watch this exclusive.           ",194,bjp ndtv pradesh seats yadav
"MDH Everest Masala News | Centre's Action After Indian Spice Brands Banned In Hong Kong, Singapore","The government has ordered food commissioners to collect samples of spices from all the manufacturing units in the country, sources said, after food regulators in Hong Kong and Singapore red-flagged a cancer-causing ingredient in certain products of two popular Indian spice brands - MDH and Everest.        ",195,brands indian mdh singapore spice
"Columbia University Protests Continue Amid Arrests, Cancelled Classes, Caution For Jewish Students",More than 100 pro-Palestinian protesters were arrested on the campus of Columbia University after its president authorized New York police to clear an encampment set up by students demonstrating against Israel's actions in Gaza. Columbia University President Nemat Minouche Shafik said she had authorized police to clear an encampment of dozens of tents set up by protesters.        ,196,columbia encampment set students university
China Economy | How China Is Driving Gold Price Surge,"As gold prices continue to surge, NDTV's Sakshi Bajaj takes us through how China is at the center of the record prices in the precious metal and how rising geopolitical tensions continue to boost the safe-haven appeal of the precious metal.       ",197,china continue metal prices surge
"PM Modi Rajasthan Visit | Huge Row After PM Says ""Congress Will Give Your Wealth To Infiltrators""","Prime Minister Narendra Modi's election speech in Rajasthan's Banswara has raised a controversy over his references to Muslims, with leaders of the Opposition bloc INDIA calling the speech an attempt to divert attention from ""real issues"".   ""This 'urban Naxal' mindset, mothers and sisters, they will not even leave your 'mangalsutra'. They can go to that level... The Congress manifesto says they will calculate the gold with mothers and sisters, get information about it, and then distribute that property. They will distribute it to whom - Manmohan Singh's government had said Muslims have the first right on the country's assets,"" PM Modi said at the rally on Sunday.        ",198,modi mothers muslims pm said
"Iran President In Pakistan | Iran President In Pakistan Today, His Visit To Focus On Trade Ties","Iranian President Ebrahim Raisi will arrive in neighbouring Pakistan for official meetings with the host nation's leaders amidst Iran-Israel tensions. Islamabad's foreign ministry has said that the talks will provide an “important opportunity” to strengthen bilateral ties and cooperation in trade, connectivity, energy, and agriculture.        ",199,iran pakistan president ties trade
Russian Ukraine News | US Clears $61 Billion Military Package For Ukraine: How It Will Impact War,Russia vs America Military Power: The vote of the US House of Representatives approving a 61 billion-dollar military aid package for Ukraine comes at a time when the tide of the Ukraine-Russia war seemed to be decisively turning in favour of Moscow. What exactly does Ukraine need and how might this aid affect the course of the war?           ,200,military package russia ukraine war
"Elections In Maldives: Litmus Test Of President Mohamed Muizzu, His Pro-China Policy","Voters in the Maldives cast their ballots in a parliamentary election crucial for President Mohamed Muizzu, who has taken a pro-China stand and turned the archipelago nation away from longtime ally India since coming to power last September.           ",201,china maldives muizzu president pro
"Tejashwi Yadav Latest News | BJP's '400-Paar' Film Has Flopped On Day 1 Of Polls"": Tejashwi Yadav","After the completion of the first phase of the Lok Sabha election, Rashtriya Janata Dal (RJD) leader Tejashwi Yadav took a dig at the Bharatiya Janata Party and said that the BJP's ""400 paar"" film has become a super flop on the first day itself.         ",202,film janata paar tejashwi yadav
Amit Shah Rally | Amit Shah Holds Massive Roadshow In Assam's Silchar,Union Home Minister Amit Shah held a massive rally in Assam's Silchar.                ,203,amit assam massive rally shah
"Kerala News | After Lok Sabha Election In Tamil Nadu, BJP's K Annamalai Holds Roadshow In Kerala","Tamil Nadu BJP President K Annamalai held a roadshow in Kerala's Kollam today. K Annamalai is the party's Coimbatore Candidate in Tamil Nadu, the state where polls happened on April 19. He was campaigning for the BJP's Candidate from Kollam, G Krishna Kumar. Notably, the polling for the 20 Lok Sabha seats in Kerala will take place on April 26.            ",204,annamalai bjp kerala nadu tamil
"Arvind Kejriwal Arrest News | AAP: ""No Diabetes Specialist In Tihar, Conspiracy To Kill Kejriwal""","The Aam Aadmi Party (AAP) today shared a letter written by the Director General of Prisons requesting a senior AIIMS doctor for Delhi Chief Minister Arvind Kejriwal, countering the prison authorities claim of adequate medical facilities in Tihar jail. AAP Minister Saurabh Bharadwaj hit out at the jail administration - alleging a flip-flop - and reiterated the party's claim that a conspiracy was being hatched for Arvind Kejriwal's ""slow death"" in the prison. ""There is no diabetes specialist in Tihar Jail, central government is hatching a conspiracy to kill Chief Minister Arvind Kejriwal,"" said Delhi minister Saurabh Bharadwaj.          ",205,arvind jail kejriwal minister tihar
"Bihar Elections | On Nitish Kumar's ""Itna Bal Baccha"" Dig At Lalu Yadav, Tejashwi's Advice","Nitish Kumar teed up a new controversy on Sunday when he took a swipe at his former ally Lalu Yadav and his ""many children"". The family however chose to respond with love. ""Some people claim everything these days. They appointed their wives when they were removed. Now, it is their children these days. Ab paida to bahut kar diya. Itna zyaada paida karna chahiye kisi ko, baal baccha? (Does anybody beget so many children?"" asked Nitish Kumar, who was addressing an election rally in Katihar in favour of NDA's Lok Sabha nominee Dulal Chandra Goswami. Tejashwi Yadav, Lalu Yadav's son, asked if such personal remarks will benefit the people of Bihar. ""He can say anything to us. Whatever he says is like a blessing for me... But the thing is, will such personal remarks benefit the people of Bihar... In elections, issues should be discussed... Who is writing such speeches for him? He should speak on education, employment and stopping migration,"" said Tejashwi Yadav, who was Nitish Kumar's No 2 in the government before Mr Kumar switched sides again - this time back to BJP.       ",206,kumar lalu nitish tejashwi yadav
Manipur News | Repolling At 11 Manipur Polling Stations After Violence | Biggest Stories Of April 20,Manipur chief electoral officer on Saturday announced repolling at 11 polling stations in the Inner Manipur Lok Sabha constituency on April 22.  The decision follows a directive from the Election Commission to declare the polls held at these stations on April 19 as null and void and schedule fresh polling.          ,207,11 april manipur polling stations
"Doordarshan Logo Change | Row Over DD's New Logo Colour: ""Saffronisation,"" Says Mamata Banerjee","A massive row has erupted over the new colour of the Doordarshan logo. The autonomous public broadcaster has changed the colour of its logo to a distinct orange shade, sparking criticism from the Opposition. Joining the list, West Bengal Chief Minister Mamata Banerjee called the move ""pro-saffron"", referring to the BJP's dominant colour.      ",208,colour doordarshan logo new row
"PM Modi Jabs Congress Over Bengaluru Water Crisis: ""From Tech To Tanker City""","Prime Minister Narendra Modi today launched a strong attack on Bengaluru's infrastructure crisis as the result of the Congress's mismanagement of the city.  Referring to the extreme water crisis in parts of Bengaluru that had led to rationing of water and even penalty for using water other than for basic needs, PM Modi in a rally in Bengaluru said, ""The Congress government in Karnataka has turned the tech city into a tanker city, and left it to the tanker mafia.""       ",209,bengaluru city crisis tanker water
Neha Hiremath Murder: Congress Under Fire As Leader Alleges 'Love Jihad' After Daughter's Murder,The gruesome murder of a Karnataka corporator's daughter has become the latest flashpoint between the Congress and the BJP. The Congress leader's daughter was stabbed seven times by a former student of the college she was attending in Hubbali. Cops suspect that he murdered her because she rejected his advances.         ,210,advances congress daughter leader murder
Busting Myths About Periods with Dr Cuterus,"To wash or not to wash. That's the question! And Dr Cuterus says go for it, girls! Menstruating and shampooing your hair, the two are not connected.        ",211,busting connected cuterus dr wash
"Manipur Election | Lowest Turnout In Violence-Hit Manipur In Phase 1, 0% Voting In Eastern Nagaland","The Inner Manipur constituency saw one of the lowest voter turnouts at 68 per cent. There were reports of electronic voting machines being vandalised, a shooting, and violence in some polling booths. The Congress's candidate A Bimol Akoijam alleged an armed group threatened people not to come out to vote. Churachandpur and Kampokpi also saw low voter turnout as Kuki-Zo groups had called a boycott. In Eastern Nagaland, there was nearly zero per cent voting.        ",212,manipur saw violence voter voting
"DMK's A Raja To NDTV: ""BJP Will Lose Deposits On Seats In Tamil Nadu""","""No chance at all. No chance at all. It's an ideological war between the DMK and the BJP. Tamil Nadu will not permit saffron politics,"" DMK's A Raja, contesting from Nilgiris, told NDTV when asked about BJP's chances in the state. Mr Raja added that the BJP will lose deposits on the seats. The first phase of Lok Sabha polls was held on all seats of Tamil Nadu today.             ",213,bjp nadu raja seats tamil
"Home Minister Amit Shah Exclusive: ""Opposition Got Bonds Too, It's Extortion?""","Amit Shah has predicted the BJP's ""best ever showing"" in four southern states in this election, telling NDTV Prime Minister Narendra Modi's popularity in Tamil Nadu, Kerala, Andhra Pradesh, and Telangana had reached a critical threshold, and that he expects this to translate into votes.  ""This time, from the south I feel it will be our best ever showing. Tamil Nadu, Kerala, Andhra Pradesh, and Telangana... and Karnataka... in these states we will have a strong result. For the first time in South India, Prime Minister Modi's popularity has grown so that we can get votes and seats.""  He pointed to increased vote share between the 2014 and 2019 as another sign that the BJP's reach in South India, a region that has traditionally rejected the party, should now result in seat gains.            ",214,kerala minister modi south votes
Baramati News | Pawar Vs Pawar In Baramati  Voters Divided Between Support For Both NCP Factions,"Lok Sabha Elections 2024: In Baramati, it's a straight Pawar versus Pawar battle in the upcoming elections. The NCP - Sharad Pawar group has renominated incumbent MP Supriya Sule as the Maha Vikas Aghadi candidate, while Ajit Pawar's NCP has put forward his wife, Sunetra Pawar, as the candidate for the Mahayuti alliance. 11 seats in Maharashtra, including Baramati, go to the polls in the fourth phase of the 2024 General Election on May 13th.                      ",215,baramati candidate elections ncp pawar
